id,first_name,last_name,email,gender,date,product,price,quantity,Total
680,Lilli,Jobey,ljobeyiv@fda.gov,Bigender,2021-10-22,Tuna - Salad Premix,11.8,3,35.400000000000006
681,Roseanne,Peirson,rpeirsoniw@bloomberg.com,Genderqueer,2021-10-24,Apricots - Halves,14.6,5,73.0
682,Yevette,Harvison,yharvisonix@xinhuanet.com,Genderqueer,2021-10-24,"Wine - Harrow Estates, Vidal",3.6,1,3.6
683,Rozanna,Di Pietro,rdipietroiy@angelfire.com,Polygender,2021-10-20,Napkin White - Starched,19.4,3,58.199999999999996
684,Trevar,Pardoe,tpardoeiz@amazon.co.uk,Female,2021-10-21,Gatorade - Orange,3.4,2,6.8
685,Gib,Veltmann,gveltmannj0@theatlantic.com,Agender,2021-10-19,Foil Wrap,8.2,3,24.599999999999998
686,Brew,Gwyer,bgwyerj1@ocn.ne.jp,Male,2021-10-20,Pizza Pizza Dough,19.8,4,79.2
687,Sheridan,O'Mannion,somannionj2@constantcontact.com,Non-binary,2021-10-24,"Oranges - Navel, 72",5.0,1,5.0
688,Erek,Chugg,echuggj3@nasa.gov,Male,2021-10-18,Sage - Ground,11.0,3,33.0
689,Anthiathia,Wraith,awraithj4@163.com,Agender,2021-10-21,Mayonnaise - Individual Pkg,13.5,3,40.5
690,Becka,Formoy,bformoyj5@diigo.com,Bigender,2021-10-18,Daves Island Stinger,9.7,5,48.5
691,Isahella,Pettinger,ipettingerj6@blogs.com,Male,2021-10-22,Tofu - Soft,5.7,4,22.8
692,Virge,Jendrys,vjendrysj7@admin.ch,Genderfluid,2021-10-22,Oven Mitt - 13 Inch,9.9,3,29.700000000000003
693,Nara,Dumphry,ndumphryj8@comcast.net,Bigender,2021-10-19,Halibut - Fletches,3.7,5,18.5
694,Reggi,Sherwell,rsherwellj9@sciencedaily.com,Genderfluid,2021-10-19,Tandoori Curry Paste,4.3,1,4.3
695,Allayne,Peebles,apeeblesja@techcrunch.com,Bigender,2021-10-19,"Crab - Dungeness, Whole, live",5.5,2,11.0
696,Hillyer,Ledrane,hledranejb@deviantart.com,Genderqueer,2021-10-22,Water - San Pellegrino,8.6,5,43.0
697,Isidore,Billborough,ibillboroughjc@163.com,Agender,2021-10-18,Apples - Spartan,4.6,5,23.0
698,Temp,Faulds,tfauldsjd@spiegel.de,Bigender,2021-10-19,Wine - Lou Black Shiraz,18.3,5,91.5
699,Holly,Sarrell,hsarrellje@google.es,Female,2021-10-20,Chick Peas - Canned,12.3,2,24.6
700,Evelina,Lackemann,elackemannjf@cdbaby.com,Genderqueer,2021-10-20,Longos - Chicken Wings,19.3,5,96.5
701,Andi,Looney,alooneyjg@army.mil,Polygender,2021-10-22,"Veal - Brisket, Provimi,bnls",3.3,2,6.6
702,Elset,Sola,esolajh@cafepress.com,Agender,2021-10-20,Beans - Kidney White,4.6,3,13.799999999999999
703,Emmeline,Audley,eaudleyji@epa.gov,Polygender,2021-10-22,Corn Kernels - Frozen,15.2,2,30.4
704,Martin,Anand,manandjj@wikispaces.com,Genderqueer,2021-10-19,Olives - Morracan Dired,11.1,2,22.2
705,Elicia,Yeude,eyeudejk@tumblr.com,Non-binary,2021-10-21,"Crab - Dungeness, Whole, live",14.2,5,71.0
706,Leese,Spriddle,lspriddlejl@google.it,Polygender,2021-10-21,Bagel - Plain,4.3,4,17.2
707,Wynn,Enefer,weneferjm@disqus.com,Genderfluid,2021-10-23,"Lamb - Loin, Trimmed, Boneless",13.0,1,13.0
708,Fannie,Danovich,fdanovichjn@narod.ru,Polygender,2021-10-24,Horseradish Root,7.5,1,7.5
709,Shane,Whettleton,swhettletonjo@sakura.ne.jp,Female,2021-10-19,Chicken - Wieners,13.1,4,52.4
710,Yurik,Rhule,yrhulejp@nba.com,Genderqueer,2021-10-22,"Rum - Dark, Bacardi, Black",19.2,1,19.2
711,Wynn,Yurocjkin,wyurocjkinjq@narod.ru,Agender,2021-10-24,Ice Cream Bar - Hageen Daz To,8.2,2,16.4
712,Ira,Herion,iherionjr@google.co.jp,Agender,2021-10-21,Muffin Hinge - 211n,13.4,4,53.6
713,Wilton,Van T'Hoog,wvanthoogjs@flavors.me,Polygender,2021-10-23,Sausage - Andouille,13.3,2,26.6
714,Evangelia,Dows,edowsjt@wiley.com,Polygender,2021-10-23,"Lamb - Loin, Trimmed, Boneless",18.6,3,55.800000000000004
715,Dorri,Smethurst,dsmethurstju@weather.com,Genderfluid,2021-10-21,Muffin - Bran Ind Wrpd,14.2,5,71.0
716,Neall,Pirrone,npirronejv@state.gov,Female,2021-10-22,Cheese - Taleggio D.o.p.,6.4,2,12.8
717,Tally,Saur,tsaurjw@webmd.com,Bigender,2021-10-19,Chocolate Bar - Reese Pieces,19.8,4,79.2
718,Sherman,Mashal,smashaljx@timesonline.co.uk,Genderfluid,2021-10-22,Beer - Moosehead,3.7,1,3.7
719,Nevsa,Mathiot,nmathiotjy@google.it,Genderqueer,2021-10-24,Miso Paste White,9.0,2,18.0
720,Lilia,Matokhnin,lmatokhninjz@nytimes.com,Genderqueer,2021-10-22,Appetizer - Mushroom Tart,1.3,4,5.2
721,Harmonia,Tuckwood,htuckwoodk0@state.tx.us,Polygender,2021-10-22,Bamboo Shoots - Sliced,19.1,2,38.2
722,Emalee,Malia,emaliak1@vkontakte.ru,Agender,2021-10-19,Yoplait Drink,7.0,5,35.0
723,Saunders,Mabbe,smabbek2@deviantart.com,Agender,2021-10-24,"Soup - Knorr, Country Bean",7.2,2,14.4
724,Devin,Adrain,dadraink3@cbc.ca,Polygender,2021-10-24,Fiddlehead - Frozen,7.2,2,14.4
725,Latashia,MacFarlane,lmacfarlanek4@washington.edu,Non-binary,2021-10-18,Toothpick Frilled,12.5,4,50.0
726,Lorilee,Hanington,lhaningtonk5@npr.org,Male,2021-10-22,Watercress,3.8,5,19.0
727,Nelle,Gentry,ngentryk6@rediff.com,Polygender,2021-10-18,Nantucket - Kiwi Berry Cktl.,5.9,1,5.9
728,Glyn,Fothergill,gfothergillk7@redcross.org,Polygender,2021-10-24,Pepper - Chili Powder,3.8,3,11.399999999999999
729,Giraud,Scardifeild,gscardifeildk8@msu.edu,Female,2021-10-24,Pickle - Dill,2.7,3,8.100000000000001
730,Brittni,Annable,bannablek9@prweb.com,Bigender,2021-10-23,"Tray - Foam, Square 4 - S",16.8,4,67.2
731,Ervin,Hargreave,ehargreaveka@sciencedirect.com,Female,2021-10-19,Roe - Flying Fish,19.6,3,58.800000000000004
732,Ferdy,Bundey,fbundeykb@weather.com,Genderfluid,2021-10-20,Sobe - Green Tea,7.6,4,30.4
733,Eberto,Letford,eletfordkc@oaic.gov.au,Non-binary,2021-10-20,Carbonated Water - White Grape,2.9,4,11.6
734,Caryn,Sheward,cshewardkd@mozilla.org,Non-binary,2021-10-18,Red Currants,14.0,4,56.0
735,Brewer,Doni,bdonike@un.org,Agender,2021-10-23,Chocolate - Milk Coating,13.5,1,13.5
736,Henryetta,Adriani,hadrianikf@addtoany.com,Polygender,2021-10-18,Coffee - Dark Roast,5.6,2,11.2
737,Gilburt,Hainning,ghainningkg@plala.or.jp,Female,2021-10-21,Garbage Bag - Clear,18.6,2,37.2
738,Abbe,Mac,amackh@weibo.com,Genderfluid,2021-10-18,Cookie Double Choco,12.9,4,51.6
739,Fulton,Edgerton,fedgertonki@slate.com,Genderqueer,2021-10-22,Cheese - Gouda Smoked,4.5,5,22.5
740,Alia,Applegarth,aapplegarthkj@wikipedia.org,Agender,2021-10-18,Wheat - Soft Kernal Of Wheat,5.6,5,28.0
741,Bernard,Haton,bhatonkk@360.cn,Non-binary,2021-10-24,Kellogs All Bran Bars,15.0,5,75.0
742,Shawn,Horsey,shorseykl@bloomberg.com,Female,2021-10-20,French Kiss Vanilla,15.2,3,45.599999999999994
743,Arline,Jephson,ajephsonkm@artisteer.com,Bigender,2021-10-20,Coffee Swiss Choc Almond,5.5,4,22.0
744,Hagen,Dryburgh,hdryburghkn@bbb.org,Non-binary,2021-10-19,Soup - Cream Of Broccoli,18.3,5,91.5
745,Maible,Gilliat,mgilliatko@nydailynews.com,Genderqueer,2021-10-23,Tahini Paste,3.6,5,18.0
746,Gayle,Pothergill,gpothergillkp@symantec.com,Genderfluid,2021-10-23,Beer - Blue Light,14.5,3,43.5
747,Chilton,Willstrop,cwillstropkq@shop-pro.jp,Female,2021-10-22,Venison - Liver,12.6,1,12.6
748,Davida,Cornew,dcornewkr@about.com,Male,2021-10-24,Pepper - Scotch Bonnet,4.5,3,13.5
749,Hedwiga,Heistermann,hheistermannks@delicious.com,Female,2021-10-23,Lamb - Shoulder,1.4,1,1.4
750,Clerkclaude,Thompstone,cthompstonekt@addthis.com,Genderqueer,2021-10-21,V8 - Berry Blend,18.1,2,36.2
751,Lucius,Jorge,ljorgeku@kickstarter.com,Bigender,2021-10-24,"Split Peas - Yellow, Dry",7.9,3,23.700000000000003
752,Pavlov,Anespie,panespiekv@latimes.com,Bigender,2021-10-20,Salad Dressing,15.1,1,15.1
753,Caterina,Helliwell,chelliwellkw@unesco.org,Agender,2021-10-23,Puree - Pear,11.4,2,22.8
754,Ralph,Heggs,rheggskx@altervista.org,Genderfluid,2021-10-19,Wine - Two Oceans Sauvignon,4.4,4,17.6
755,Archibald,Jeroch,ajerochky@facebook.com,Agender,2021-10-22,Beans - Kidney White,14.6,4,58.4
756,Karil,Sprason,ksprasonkz@fda.gov,Bigender,2021-10-23,Chinese Lemon Pork,6.6,1,6.6
757,Zach,Simmank,zsimmankl0@tinypic.com,Genderfluid,2021-10-23,Sprouts - Alfalfa,7.1,5,35.5
758,Arlyne,Banbrook,abanbrookl1@who.int,Polygender,2021-10-24,Gingerale - Diet - Schweppes,17.8,2,35.6
759,Reginald,Truss,rtrussl2@cbslocal.com,Bigender,2021-10-18,Apron,1.7,5,8.5
760,Guinna,Touhig,gtouhigl3@weibo.com,Non-binary,2021-10-24,Towels - Paper / Kraft,13.6,4,54.4
761,Dewie,Burns,dburnsl4@furl.net,Polygender,2021-10-18,"Nut - Cashews, Whole, Raw",6.3,1,6.3
762,Robyn,McElmurray,rmcelmurrayl5@istockphoto.com,Polygender,2021-10-24,Lobster - Tail 6 Oz,4.5,2,9.0
763,Giacinta,Watford,gwatfordl6@plala.or.jp,Genderqueer,2021-10-20,"Soup - Campbells, Lentil",4.5,5,22.5
764,Karyn,Churching,kchurchingl7@pinterest.com,Male,2021-10-24,Wine - Segura Viudas Aria Brut,6.0,4,24.0
765,Nickolai,Pentony,npentonyl8@baidu.com,Male,2021-10-19,Gatorade - Cool Blue Raspberry,13.4,2,26.8
766,Idalia,Capini,icapinil9@examiner.com,Genderqueer,2021-10-24,Bread - Dark Rye,11.7,5,58.5
767,Joyous,Hodgon,jhodgonla@wufoo.com,Non-binary,2021-10-21,Orange - Blood,11.7,3,35.099999999999994
768,Claire,Senn,csennlb@nba.com,Bigender,2021-10-18,Kahlua,14.4,5,72.0
769,Odele,Hegley,ohegleylc@illinois.edu,Agender,2021-10-18,Haggis,17.5,1,17.5
770,Joshia,Leavy,jleavyld@noaa.gov,Genderqueer,2021-10-21,Mousse - Mango,18.4,1,18.4
771,Jeremie,Ciccottini,jciccottinile@ucla.edu,Non-binary,2021-10-23,"Split Peas - Yellow, Dry",4.7,2,9.4
772,Vicky,Lowings,vlowingslf@ovh.net,Male,2021-10-23,Ginger - Ground,6.9,5,34.5
773,Clemmie,Marchi,cmarchilg@earthlink.net,Polygender,2021-10-21,"Bread - White, Unsliced",14.2,4,56.8
774,Kenneth,Maccree,kmaccreelh@webs.com,Genderqueer,2021-10-19,Juice - Ocean Spray Kiwi,4.7,1,4.7
775,Kerianne,Rattry,krattryli@cdbaby.com,Male,2021-10-22,Broom - Corn,5.4,4,21.6
776,Deloria,Moniker,dmonikerlj@flavors.me,Agender,2021-10-19,Bar Energy Chocchip,9.8,5,49.0
777,Brina,Aronow,baronowlk@facebook.com,Bigender,2021-10-22,Beef - Montreal Smoked Brisket,3.4,2,6.8
778,Trista,McGarahan,tmcgarahanll@reddit.com,Bigender,2021-10-21,Vodka - Moskovskaya,9.4,5,47.0
779,Juli,Gatus,jgatuslm@surveymonkey.com,Bigender,2021-10-18,"Beef - Rib Roast, Capless",18.0,1,18.0
780,Cindi,Beddoes,cbeddoesln@usgs.gov,Bigender,2021-10-20,Soup - Campbells Beef Strogonoff,9.9,2,19.8
781,Xymenes,Sexon,xsexonlo@stumbleupon.com,Female,2021-10-18,Crackers - Soda / Saltins,6.2,1,6.2
782,Hodge,Droghan,hdroghanlp@nih.gov,Genderfluid,2021-10-18,Garbag Bags - Black,4.1,1,4.1
783,Cal,Glencross,cglencrosslq@berkeley.edu,Male,2021-10-22,Aspic - Clear,1.3,2,2.6
784,Jobye,Rewcastle,jrewcastlelr@samsung.com,Genderqueer,2021-10-21,"Marsala - Sperone, Fine, D.o.c.",13.4,5,67.0
785,Jessee,Crosbie,jcrosbiels@hhs.gov,Genderqueer,2021-10-20,"Tart Shells - Savory, 4",2.3,2,4.6
786,Lionel,Butterfield,lbutterfieldlt@reuters.com,Genderfluid,2021-10-20,Bouillion - Fish,10.8,1,10.8
787,Melisenda,Woolatt,mwoolattlu@mayoclinic.com,Polygender,2021-10-22,"Lid - 10,12,16 Oz",16.3,2,32.6
788,Devlin,Alejandri,dalejandrilv@slate.com,Female,2021-10-22,Pastry - Choclate Baked,5.8,2,11.6
789,Mickey,Howling,mhowlinglw@devhub.com,Non-binary,2021-10-19,Lamb - Rack,1.7,1,1.7
790,Ninon,Schusterl,nschusterllx@nih.gov,Female,2021-10-24,Glass - Juice Clear 5oz 55005,5.8,3,17.4
791,Federica,Urvoy,furvoyly@jalbum.net,Bigender,2021-10-18,Mussels - Frozen,7.0,1,7.0
792,Carin,Spackman,cspackmanlz@webeden.co.uk,Male,2021-10-21,Milk - Condensed,5.8,5,29.0
793,Cassy,Gossop,cgossopm0@histats.com,Bigender,2021-10-19,Scallops - 10/20,10.4,2,20.8
794,Bear,Le Fleming,bleflemingm1@prweb.com,Male,2021-10-18,"Wine - White, Ej",14.6,3,43.8
795,Fayth,Fidgeon,ffidgeonm2@sun.com,Male,2021-10-21,"Coconut - Shredded, Sweet",3.4,1,3.4
796,Kyla,Waycott,kwaycottm3@prweb.com,Male,2021-10-23,Cognac - Courvaisier,11.8,4,47.2
797,Siouxie,Shouler,sshoulerm4@alexa.com,Male,2021-10-20,Pear - Asian,16.5,3,49.5
798,Annnora,Tomaselli,atomasellim5@msu.edu,Agender,2021-10-24,Snails - Large Canned,3.6,1,3.6
799,Randie,Bee,rbeem6@desdev.cn,Genderqueer,2021-10-23,Trueblue - Blueberry,13.4,5,67.0
800,Gregor,Silvester,gsilvesterm7@sakura.ne.jp,Non-binary,2021-10-23,Tuna - Sushi Grade,18.3,3,54.900000000000006
801,Dacie,de Mendoza,ddemendozam8@google.com.au,Male,2021-10-18,Muffin Batt - Choc Chk,14.4,4,57.6
802,Amabelle,Grunder,agrunderm9@bravesites.com,Male,2021-10-19,"Chilli Paste, Hot Sambal Oelek",14.2,4,56.8
803,Halsy,Gergher,hgergherma@whitehouse.gov,Female,2021-10-23,Tofu - Firm,10.6,3,31.799999999999997
804,Morganne,Medley,mmedleymb@creativecommons.org,Polygender,2021-10-18,"Tarragon - Primerba, Paste",1.3,1,1.3
805,Anthiathia,Barmadier,abarmadiermc@arstechnica.com,Non-binary,2021-10-24,"Beef - Bones, Cut - Up",12.6,2,25.2
806,Nicola,Knock,nknockmd@theglobeandmail.com,Non-binary,2021-10-19,Grapes - Red,18.4,2,36.8
807,Broddie,Haverson,bhaversonme@cmu.edu,Agender,2021-10-20,Sauce - Soy Low Sodium - 3.87l,18.1,3,54.300000000000004
808,Charity,Tabour,ctabourmf@ca.gov,Bigender,2021-10-24,Wine - Clavet Saint Emilion,3.9,5,19.5
809,Cynthea,Pryce,cprycemg@nytimes.com,Male,2021-10-24,Wine - Chateau Timberlay,16.2,2,32.4
810,Kingsly,Pellingar,kpellingarmh@about.me,Polygender,2021-10-22,Berry Brulee,19.3,5,96.5
811,Meade,Piola,mpiolami@nba.com,Polygender,2021-10-24,Pork - Shoulder,10.6,1,10.6
812,Joete,Cargon,jcargonmj@usgs.gov,Male,2021-10-23,Sauce - Ranch Dressing,10.2,5,51.0
813,Tandie,Scampion,tscampionmk@php.net,Agender,2021-10-23,Spice - Peppercorn Melange,19.5,2,39.0
814,Sauncho,Razzell,srazzellml@tamu.edu,Agender,2021-10-19,Dc Hikiage Hira Huba,13.2,2,26.4
815,Clem,Crielly,ccriellymm@imageshack.us,Bigender,2021-10-21,Table Cloth 54x54 White,1.2,5,6.0
816,Marcia,Clews,mclewsmn@oaic.gov.au,Genderqueer,2021-10-20,Milk - 2% 250 Ml,14.5,2,29.0
817,Megan,Dursley,mdursleymo@geocities.com,Agender,2021-10-20,Cake - Box Window 10x10x2.5,16.0,1,16.0
818,Conn,Lockhurst,clockhurstmp@gmpg.org,Genderqueer,2021-10-20,Steel Wool S.o.s,2.6,2,5.2
819,Sibley,McLarnon,smclarnonmq@webeden.co.uk,Male,2021-10-19,"Coffee - Beans, Whole",6.1,5,30.5
820,Lem,Van Der Straaten,lvanderstraatenmr@chicagotribune.com,Polygender,2021-10-18,Scallops - Live In Shell,4.5,3,13.5
821,Garek,Kearns,gkearnsms@google.fr,Female,2021-10-24,Drambuie,12.7,4,50.8
822,Sammy,Chatenier,schateniermt@google.es,Genderfluid,2021-10-18,Mustard - Dijon,10.4,1,10.4
823,Ellis,Scandrick,escandrickmu@github.com,Genderfluid,2021-10-24,Beef - Short Loin,1.9,5,9.5
824,Robyn,Stuffins,rstuffinsmv@seattletimes.com,Bigender,2021-10-18,Lettuce - Arugula,8.1,3,24.299999999999997
825,Hunfredo,Cubitt,hcubittmw@wufoo.com,Bigender,2021-10-19,"Jam - Raspberry,jar",8.6,2,17.2
826,Leonerd,Lucus,llucusmx@tripod.com,Male,2021-10-18,Temperature Recording Station,3.8,3,11.399999999999999
827,Rubetta,Karslake,rkarslakemy@microsoft.com,Non-binary,2021-10-20,Cake Sheet Combo Party Pack,10.1,5,50.5
828,Verile,Hammerton,vhammertonmz@businesswire.com,Genderqueer,2021-10-23,"Pail - 15l White, With Handle",17.2,2,34.4
829,Matthew,Wrench,mwrenchn0@1und1.de,Polygender,2021-10-21,Pastry - Choclate Baked,15.4,5,77.0
830,Oralle,Okill,ookilln1@fastcompany.com,Genderfluid,2021-10-23,"Shrimp - 16/20, Iqf, Shell On",12.9,4,51.6
831,Saundra,Rijkeseis,srijkeseisn2@dropbox.com,Genderfluid,2021-10-21,"Wine - Red, Wolf Blass, Yellow",18.6,5,93.0
832,Konrad,Nasey,knaseyn3@slashdot.org,Polygender,2021-10-19,Syrup - Chocolate,1.7,1,1.7
833,Natka,Annear,nannearn4@japanpost.jp,Genderqueer,2021-10-23,"Soup - Canadian Pea, Dry Mix",3.3,4,13.2
834,Kary,Haggis,khaggisn5@arstechnica.com,Genderfluid,2021-10-24,Cookies - Englishbay Chochip,17.5,5,87.5
835,Agna,Baldcock,abaldcockn6@scientificamerican.com,Female,2021-10-19,Island Oasis - Sweet And Sour Mix,2.9,4,11.6
836,See,MacLeod,smacleodn7@joomla.org,Female,2021-10-23,Glass Clear 8 Oz,5.0,1,5.0
837,Colene,Handley,chandleyn8@skyrock.com,Female,2021-10-19,Shrimp - Prawn,16.9,4,67.6
838,Gunilla,Dack,gdackn9@accuweather.com,Polygender,2021-10-19,Bread - 10 Grain Parisian,8.6,4,34.4
839,Gaspar,Chazelle,gchazellena@uiuc.edu,Male,2021-10-21,Sauce - Salsa,12.0,1,12.0
840,Michaela,Gyford,mgyfordnb@nydailynews.com,Non-binary,2021-10-21,Wine - Pinot Noir Latour,11.1,5,55.5
841,Hamish,Meininking,hmeininkingnc@intel.com,Agender,2021-10-21,Mousse - Banana Chocolate,5.4,2,10.8
842,Lowell,Ronan,lronannd@photobucket.com,Genderfluid,2021-10-19,Wine - Domaine Boyar Royal,7.2,5,36.0
843,Laurel,Beel,lbeelne@blog.com,Polygender,2021-10-18,Mushroom - King Eryingii,16.6,1,16.6
844,Christy,Dymidowski,cdymidowskinf@vkontakte.ru,Female,2021-10-21,Gooseberry,8.9,4,35.6
845,Em,Claricoats,eclaricoatsng@nsw.gov.au,Male,2021-10-23,Garlic - Peeled,13.6,3,40.8
846,Laetitia,Mullin,lmullinnh@cbslocal.com,Female,2021-10-21,Fondant - Icing,11.7,3,35.099999999999994
847,Joshua,Demschke,jdemschkeni@nationalgeographic.com,Non-binary,2021-10-22,Jam - Apricot,15.0,4,60.0
848,Kendrick,Kender,kkendernj@qq.com,Female,2021-10-19,"Pasta - Bauletti, Chicken White",10.8,4,43.2
849,Quinlan,Ormesher,qormeshernk@kickstarter.com,Bigender,2021-10-24,"Bread - Bagels, Plain",14.2,1,14.2
850,Decca,Kleinstub,dkleinstubnl@infoseek.co.jp,Polygender,2021-10-24,Pineapple - Regular,13.4,4,53.6
851,Dominik,Jizhaki,djizhakinm@123-reg.co.uk,Female,2021-10-23,"Beans - Kidney, Red Dry",6.7,3,20.1
852,Miriam,Treadger,mtreadgernn@hibu.com,Male,2021-10-18,Puff Pastry - Slab,3.5,2,7.0
853,Noelyn,Plitz,nplitzno@uol.com.br,Male,2021-10-24,Laundry - Bag Cloth,14.0,2,28.0
854,Vergil,Matisoff,vmatisoffnp@usgs.gov,Genderfluid,2021-10-19,Sobe - Tropical Energy,18.2,4,72.8
855,Errol,Knappett,eknappettnq@gov.uk,Bigender,2021-10-20,Mince Meat - Filling,13.2,2,26.4
856,Jedd,Fradson,jfradsonnr@utexas.edu,Non-binary,2021-10-21,Initation Crab Meat,14.0,2,28.0
857,Debbie,Lauritsen,dlauritsenns@unc.edu,Bigender,2021-10-19,"Apple - Delicious, Golden",11.8,2,23.6
858,Ray,Addinall,raddinallnt@nba.com,Agender,2021-10-21,Ecolab - Ster Bac,16.0,1,16.0
859,Delores,Gieves,dgievesnu@freewebs.com,Bigender,2021-10-24,Pur Value,18.2,3,54.599999999999994
860,Adams,Siemantel,asiemantelnv@independent.co.uk,Agender,2021-10-20,Chip - Potato Dill Pickle,16.5,2,33.0
861,Inna,Filipic,ifilipicnw@posterous.com,Polygender,2021-10-23,"Wine - Red, Cooking",14.9,5,74.5
862,Debor,Raselles,drasellesnx@who.int,Genderfluid,2021-10-18,Sauce - Hollandaise,12.7,3,38.099999999999994
863,Prissie,Burmaster,pburmasterny@webeden.co.uk,Genderfluid,2021-10-22,Bagel - Sesame Seed Presliced,15.0,5,75.0
864,Candice,O'Cridigan,cocridigannz@youtu.be,Agender,2021-10-18,"Squash - Pattypan, Yellow",14.1,2,28.2
865,Keri,Gabel,kgabelo0@facebook.com,Genderqueer,2021-10-24,"Mushroom - Chantrelle, Fresh",15.3,5,76.5
866,Travers,Heck,thecko1@ed.gov,Male,2021-10-21,"Artichoke - Hearts, Canned",15.2,1,15.2
867,Chad,Jurisch,cjurischo2@addthis.com,Genderqueer,2021-10-22,"Wine - White, Ej Gallo",18.6,3,55.800000000000004
868,Iorgo,MacGinley,imacginleyo3@foxnews.com,Genderqueer,2021-10-24,Syrup - Pancake,14.7,3,44.099999999999994
869,Lorne,MacMenamin,lmacmenamino4@gizmodo.com,Female,2021-10-24,Wine - Vovray Sec Domaine Huet,9.7,5,48.5
870,Joycelin,Riggey,jriggeyo5@multiply.com,Female,2021-10-24,Wooden Mop Handle,14.0,1,14.0
871,Ravid,Prator,rpratoro6@irs.gov,Genderqueer,2021-10-18,Eggs - Extra Large,7.3,3,21.9
872,Artair,Mealiffe,amealiffeo7@theglobeandmail.com,Female,2021-10-18,Pan Grease,1.8,3,5.4
873,Deanne,Neill,dneillo8@godaddy.com,Female,2021-10-24,Beets,12.4,1,12.4
874,Kassia,Comiskey,kcomiskeyo9@wsj.com,Genderfluid,2021-10-24,Onion - Dried,16.5,2,33.0
875,Curt,Habergham,chaberghamoa@sciencedirect.com,Female,2021-10-21,Squid - Breaded,13.0,1,13.0
876,Camila,Pounder,cpounderob@furl.net,Genderqueer,2021-10-23,Puree - Raspberry,10.5,3,31.5
877,Colly,Keoghane,ckeoghaneoc@bigcartel.com,Bigender,2021-10-24,Island Oasis - Lemonade,15.2,2,30.4
878,Tessie,Keigher,tkeigherod@springer.com,Polygender,2021-10-19,Green Scrubbie Pad H.duty,11.1,5,55.5
879,Joshua,Prandin,jprandinoe@vinaora.com,Male,2021-10-23,"Beans - Black Bean, Canned",16.4,3,49.199999999999996
880,Ardelis,Frizell,afrizellof@aol.com,Genderfluid,2021-10-20,Chips Potato Swt Chilli Sour,16.7,5,83.5
881,Karita,Relton,kreltonog@joomla.org,Non-binary,2021-10-22,Pickerel - Fillets,14.4,4,57.6
882,Clerissa,Lerer,clereroh@odnoklassniki.ru,Bigender,2021-10-20,Pork Loin Bine - In Frenched,13.0,3,39.0
883,Georgeanne,Danilevich,gdanilevichoi@de.vu,Female,2021-10-20,Wine - Spumante Bambino White,17.6,1,17.6
884,Kipp,Baynes,kbaynesoj@pbs.org,Polygender,2021-10-21,"Beef - Tenderlion, Center Cut",7.1,1,7.1
885,Katharyn,Catterall,kcatterallok@a8.net,Bigender,2021-10-23,Beer - Maudite,10.0,4,40.0
886,Maddalena,Henze,mhenzeol@fotki.com,Male,2021-10-19,Cumin - Ground,10.4,5,52.0
887,Lottie,Dee,ldeeom@wikispaces.com,Genderqueer,2021-10-21,Chicken - Soup Base,7.9,3,23.700000000000003
888,Noelani,Goodright,ngoodrighton@yandex.ru,Female,2021-10-22,Sauce - Hp,10.3,2,20.6
889,Staffard,Levecque,slevecqueoo@discuz.net,Male,2021-10-19,Pop - Club Soda Can,12.7,1,12.7
890,Alethea,Cockerell,acockerellop@state.gov,Non-binary,2021-10-24,"Nut - Walnut, Chopped",17.0,3,51.0
891,Mic,Scanes,mscanesoq@usgs.gov,Bigender,2021-10-21,"Wine - Red, Lurton Merlot De",8.5,2,17.0
892,Averil,Lenton,alentonor@pagesperso-orange.fr,Female,2021-10-22,Pastry - Lemon Danish - Mini,7.1,2,14.2
893,Kathryne,Westfield,kwestfieldos@mtv.com,Male,2021-10-20,Wine - Chablis J Moreau Et Fils,16.6,1,16.6
894,Allie,Antonchik,aantonchikot@usnews.com,Female,2021-10-24,Aspic - Amber,11.3,1,11.3
895,Valerye,Sollner,vsollnerou@slashdot.org,Agender,2021-10-24,Clam Nectar,15.5,4,62.0
896,Tome,Docker,tdockerov@xrea.com,Male,2021-10-23,Chicken - Whole,14.5,4,58.0
897,Roger,Parkey,rparkeyow@multiply.com,Non-binary,2021-10-24,Chick Peas - Dried,4.1,2,8.2
898,Dino,Braid,dbraidox@vk.com,Bigender,2021-10-22,Duck - Whole,6.6,3,19.799999999999997
899,Bartlett,Chisholm,bchisholmoy@shop-pro.jp,Male,2021-10-24,Squash - Butternut,9.4,2,18.8
900,Leupold,Howard,lhowardoz@uol.com.br,Genderfluid,2021-10-18,Tomatoes - Orange,11.9,1,11.9
901,Daffi,Overbury,doverburyp0@comsenz.com,Female,2021-10-18,Garbage Bag - Clear,16.0,2,32.0
902,Ange,Deeny,adeenyp1@nyu.edu,Male,2021-10-24,Mackerel Whole Fresh,8.8,2,17.6
903,Estel,Leisman,eleismanp2@list-manage.com,Bigender,2021-10-18,Catfish - Fillets,2.4,2,4.8
904,Burgess,Rickcord,brickcordp3@utexas.edu,Genderfluid,2021-10-20,Grapefruit - White,3.1,2,6.2
905,Borg,Coplestone,bcoplestonep4@deliciousdays.com,Male,2021-10-18,Wild Boar - Tenderloin,1.1,2,2.2
906,Brigg,Beaver,bbeaverp5@histats.com,Non-binary,2021-10-20,Rice - Aborio,18.0,1,18.0
